facility_code,facility_name,state,total_volume,betweenness_centrality,pagerank,clustering_coefficient,in_degree,out_degree,weighted_in_degree,weighted_out_degree,avg_out_delay,median_out_delay,pct_delayed_out,avg_in_delay,pct_delayed_in,norm_betweenness,norm_delay,norm_volume,bottleneck_score,bottleneck_rank,outgoing_breach_impact,incoming_breach_impact,total_breach_impact,sla_contribution_pct
IND403726AAA,Goa_Hub (Goa),Goa,86,0.006071,0.001515,0.1389,4,6,43,43,2.43,2.1,0.977,2.418,0.698,0.02755049714329798,0.977,0.04271356783919598,0.4118792194947482,58,42.0,30.0,72.0,0.31201248049922
IND125001AAA,Hisar_ModelTwn_P (Haryana),Haryana,73,0.011062,0.001861,0.1061,7,8,27,46,2.183,1.778,1.0,2.819,0.926,0.050199901070525826,1.0,0.036180904522613064,0.4259142416779417,29,46.0,25.0,71.0,0.3076789738256197
IND560083AAB,Bengaluru_Bnnrghta_L (Karnataka),Karnataka,83,0.0,0.000854,1.0,2,2,51,32,2.656,2.183,1.0,3.898,0.765,0.0,1.0,0.04120603015075377,0.4123618090452261,56,32.0,39.0,71.0,0.3076789738256197
IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu),Tamil Nadu,79,0.003231,0.000782,0.2381,4,5,35,44,2.63,2.528,0.909,2.671,0.857,0.014662437204743169,0.909,0.03919597989949749,0.37975752513127226,1040,40.0,30.0,70.0,0.30334546715201943
IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),Telangana,77,0.011638,0.003024,0.1538,11,8,47,30,4.101,2.45,0.933,1.878,0.894,0.052813817452429905,0.933,0.03819095477386935,0.4005014316678898,862,28.0,42.0,70.0,0.30334546715201943
IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),Gujarat,78,0.009057,0.001033,0.2667,5,4,28,50,2.087,1.636,0.94,1.796,0.821,0.041101112275877094,0.94,0.03869346733668342,0.3999383738837682,977,47.0,23.0,70.0,0.30334546715201943
IND517501AAB,Tirupati_Balajicly_I (Andhra Pradesh),Andhra Pradesh,68,9e-06,0.001302,0.0,2,2,33,35,2.33,2.364,1.0,2.592,1.0,4.084244346725117e-05,1.0,0.033668341708542715,0.41011275524560303,74,35.0,33.0,68.0,0.29467845380481883
IND500010AAB,Hyderabad_Alwal_L (Telangana),Telangana,72,0.0,0.001069,0.0,1,1,33,39,3.754,2.0,0.949,3.324,0.939,0.0,0.949,0.035678391959798994,0.3903035175879397,997,37.0,31.0,68.0,0.29467845380481883
IND151001AAA,Bhatinda_DPC (Punjab),Punjab,99,0.005235,0.002081,0.1429,6,4,48,51,1.762,1.375,0.765,2.157,0.583,0.023756687950117764,0.765,0.04924623115577889,0.32790087573176907,1237,39.0,28.0,67.0,0.29034494713121856
IND140901AAA,Chandigarh_Mullanpr_DC (Chandigarh),Chandigarh,80,0.000402,0.000846,0.6667,2,2,40,40,2.214,2.0,0.975,3.381,0.675,0.0018242958082038856,0.975,0.03969849246231156,0.40245683648115466,584,39.0,27.0,66.0,0.2860114404576183
IND110043AAA,Delhi_Nangli_IP (Delhi),Delhi,70,0.001212,0.00154,0.0,3,2,32,38,4.136,2.7,0.895,3.313,0.969,0.005500115720256491,0.895,0.034673366834170855,0.37005204476632825,1100,34.0,31.0,65.0,0.28167793378401806
IND380054AAA,AMD_Memnagar (Gujarat),Gujarat,64,0.0,0.00059,0.0,1,1,40,24,2.335,2.1,1.0,3.086,1.0,0.0,1.0,0.03165829145728643,0.40949748743718595,83,24.0,40.0,64.0,0.2773444271104178
IND625008AAA,Madurai_Kappalur_H (Tamil Nadu),Tamil Nadu,73,5.3e-05,0.002713,0.0476,5,3,54,19,2.307,2.25,1.0,1.708,0.815,0.000240516611529368,1.0,0.036180904522613064,0.41092642634024273,67,19.0,44.0,63.0,0.27301092043681746
IND424006AAA,Dhule_MIDCAvdn_I (Maharashtra),Maharashtra,65,0.003276,0.000955,0.0909,6,9,27,38,3.68,2.0,0.947,12.651,1.0,0.014866649422079424,0.947,0.032160804020100506,0.392908236032654,994,36.0,27.0,63.0,0.27301092043681746
IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),Uttar Pradesh,70,0.004036,0.001815,0.1786,8,5,49,21,1.815,1.5,0.667,2.887,0.939,0.018315566870425078,0.667,0.034673366834170855,0.28269668011137883,1321,14.0,46.0,60.0,0.26001040041601664
IND583201AAA,Hospet (Karnataka),Karnataka,61,0.002021,0.001061,0.3333,3,3,34,27,3.925,2.5,0.963,3.806,1.0,0.009171397583034955,0.963,0.03015075376884422,0.39699664540556373,981,26.0,34.0,60.0,0.26001040041601664
IND152026AAA,Muktsar_DPC (Punjab),Punjab,72,0.004086,0.00139,0.1944,6,7,35,37,1.983,2.0,0.811,2.038,0.857,0.01854246933413203,0.811,0.035678391959798994,0.3406662583881793,1197,30.0,30.0,60.0,0.26001040041601664
IND110085AAB,Delhi_Rohini_DPC (Delhi),Delhi,68,0.002426,0.001503,0.0667,4,5,50,18,3.011,2.633,0.833,3.016,0.9,0.01100930753906126,0.833,0.033668341708542715,0.3466032947742812,1185,15.0,45.0,60.0,0.26001040041601664
IND523002AAA,Ongole_SubhVRTL_I (Andhra Pradesh),Andhra Pradesh,74,0.009089,0.001751,0.1389,4,5,35,39,1.635,1.556,0.744,2.434,0.886,0.04124632985264954,0.744,0.036683417085427134,0.32097892408142303,1262,29.0,31.0,60.0,0.26001040041601664
IND110030AAD,Delhi_Kishangarh_DPC (Delhi),Delhi,65,0.0,0.000611,1.0,2,1,58,7,9.799,7.909,1.0,3.422,0.914,0.0,1.0,0.032160804020100506,0.40964824120603016,77,7.0,53.0,60.0,0.26001040041601664
IND842003AAB,Jabalpur_Adhartal_IP (Madhya Pradesh),Madhya Pradesh,62,0.012048,0.002553,0.0606,5,8,25,37,4.314,2.375,1.0,4.504,0.88,0.0546744176548269,1.0,0.030653266331658293,0.4255983051959456,30,37.0,22.0,59.0,0.25567689374241637
IND411014AAA,PNQ Vadgaon Sheri DPC (Maharashtra),Maharashtra,76,0.001616,0.001481,0.0,3,3,48,28,5.232,1.917,0.821,5.562,0.75,0.007333487627008654,0.821,0.03768844221105527,0.34190657895141924,1195,23.0,36.0,59.0,0.25567689374241637
IND201301AAM,Noida_Sector63_L (Uttar Pradesh),Uttar Pradesh,66,0.0,0.000719,0.0,1,1,39,27,2.124,1.438,0.815,1.752,0.949,0.0,0.815,0.032663316582914576,0.33579899497487437,1212,22.0,37.0,59.0,0.25567689374241637
IND712124AAA,Hooghly_DC (West Bengal),West Bengal,59,0.0,0.000503,1.0,2,2,31,28,3.588,3.236,1.0,4.904,1.0,0.0,1.0,0.02914572864321608,0.4087437185929648,90,28.0,31.0,59.0,0.25567689374241637
IND641607AAA,Tirupur_Koliplm_I (Tamil Nadu),Tamil Nadu,64,4.2e-05,0.001179,0.1667,2,3,29,35,2.986,2.286,1.0,3.581,0.793,0.00019059806951383877,1.0,0.03165829145728643,0.4095546668580401,81,35.0,23.0,58.0,0.2513433870688161
IND786181AAC,Margherita_CivilHPL_D (Assam),Assam,59,0.002019,0.001535,0.1667,3,3,25,34,6.844,4.357,1.0,7.162,0.96,0.00916232148448668,1.0,0.02914572864321608,0.4114924150383108,63,34.0,24.0,58.0,0.2513433870688161
IND388320AAA,Anand_Vaghasi_IP (Gujarat),Gujarat,73,0.003288,0.001574,0.2,4,4,54,19,2.37,2.0,0.895,2.552,0.759,0.014921106013369094,0.895,0.036180904522613064,0.3733306031607947,1084,17.0,41.0,58.0,0.2513433870688161
IND788026AAC,Silchar_Sirikona_H (Assam),Assam,57,0.004841,0.001394,0.1905,4,4,23,34,2.623,2.523,1.0,3.711,1.0,0.021968696536106988,1.0,0.02814070351758794,0.4150328200161085,45,34.0,23.0,57.0,0.2470098803952158
IND501359AAF,Hyderabad_Shamshbd_P (Telangana),Telangana,59,0.0,0.000494,0.0,3,0,59,0,0.0,0.0,0.0,4.823,0.966,0.0,0.0,0.02914572864321608,0.008743718592964824,1481,0.0,57.0,57.0,0.2470098803952158
IND575004AAB,Mangalore_Kuntikna_H (Karnataka),Karnataka,57,0.012946,0.001418,0.0769,6,7,32,25,2.737,2.176,1.0,3.52,1.0,0.058749585903003734,1.0,0.02814070351758794,0.4260670868261775,28,25.0,32.0,57.0,0.2470098803952158
IND700065AAA,CCU_Beliaghata_DPC (West Bengal),West Bengal,57,0.0,0.001221,1.0,2,2,31,26,4.624,3.038,1.0,5.319,1.0,0.0,1.0,0.02814070351758794,0.4084422110552764,92,26.0,31.0,57.0,0.2470098803952158
IND600044AAE,Chennai_Chrompet_L (Tamil Nadu),Tamil Nadu,63,0.0,0.000629,0.0,1,1,34,29,2.02,1.562,0.793,2.408,0.971,0.0,0.793,0.031155778894472363,0.32654673366834175,1242,23.0,33.0,56.0,0.24267637372161555
IND282002AAD,,Unknown,60,0.010795,0.001038,0.2778,6,5,30,30,2.177,2.121,0.933,2.247,0.933,0.04898824191433071,0.933,0.02964824120603015,0.39679094493610834,983,28.0,28.0,56.0,0.24267637372161555
IND400015AAB,Mumbai_CotnGren_M (Maharashtra),Maharashtra,61,0.0,0.000389,1.0,2,2,32,29,3.63,3.0,0.966,3.049,0.844,0.0,0.966,0.03015075376884422,0.3954452261306533,986,28.0,27.0,55.0,0.23834286704801527
IND577002AAA,Davangere_Central_I_1 (Karnataka),Karnataka,60,0.003226,0.00106,0.2667,4,3,29,31,2.903,2.5,0.839,2.315,0.966,0.014639746958372475,0.839,0.02964824120603015,0.34888639644932085,1175,26.0,28.0,54.0,0.234009360374415
IND202001AAB,Aligarh_KhirByps_I (Uttar Pradesh),Uttar Pradesh,56,0.002421,0.001176,0.2667,4,4,35,21,2.988,2.6,1.0,4.702,0.943,0.010986617292690563,1.0,0.02763819095477387,0.41158744247423934,61,21.0,33.0,54.0,0.234009360374415
IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),Tamil Nadu,54,0.001214,0.000739,0.1667,3,3,36,18,3.941,3.536,1.0,7.956,1.0,0.005509191818804769,1.0,0.026633165829145728,0.4096427072943852,78,18.0,36.0,54.0,0.234009360374415
IND142001AAB,Moga_DPC (Punjab),Punjab,57,0.0,0.000764,0.8333,2,2,27,30,2.19,1.792,0.933,1.752,0.926,0.0,0.933,0.02814070351758794,0.3816422110552764,1029,28.0,25.0,53.0,0.2296758537008147
IND515134AAA,Puttaprthi_Gokulam_D (Andhra Pradesh),Andhra Pradesh,55,0.002422,0.001222,0.1667,3,2,32,23,1.75,1.667,0.957,3.864,0.969,0.010991155341964704,0.957,0.027135678391959798,0.3942380501201774,990,22.0,31.0,53.0,0.2296758537008147
IND605601AAA,Villupuram_Thirumtr_IP (Tamil Nadu),Tamil Nadu,52,0.004837,0.001065,0.0,3,3,26,26,2.792,2.028,1.0,2.696,1.0,0.021950544339010433,1.0,0.02562814070351759,0.41427360551275844,49,26.0,26.0,52.0,0.22534234702721442
IND301001AAB,Alwar_Central_I_1 (Rajasthan),Rajasthan,55,0.003228,0.001109,0.2667,5,3,37,18,3.189,2.026,1.0,4.13,0.919,0.014648823056920751,1.0,0.027135678391959798,0.4125353504346642,54,18.0,34.0,52.0,0.22534234702721442
IND691001AAB,Kollam_Central_H_1 (Kerala),Kerala,64,0.00609,0.001571,0.0,2,4,32,32,1.653,1.563,0.844,2.625,0.75,0.027636720079506624,0.844,0.03165829145728643,0.3553885034610379,1156,27.0,24.0,51.0,0.22100884035361415
IND400701AAB,Mumbai_Pawane_L (Maharashtra),Maharashtra,51,0.0,0.000329,1.0,2,1,25,26,2.683,1.866,1.0,3.714,1.0,0.0,1.0,0.02512562814070352,0.40753768844221105,122,26.0,25.0,51.0,0.22100884035361415
IND570020AAA,Mysore_Yadvgiri_IP (Karnataka),Karnataka,53,0.002858,0.001069,0.0952,4,3,29,24,5.6,3.667,0.917,3.418,1.0,0.012969744825489314,0.917,0.02613065326633166,0.37853011942754633,1049,22.0,29.0,51.0,0.22100884035361415
IND485001AAC,Satna_Central_I_2 (Madhya Pradesh),Madhya Pradesh,50,0.002834,0.001193,0.2381,2,5,29,21,3.18,2.5,1.0,4.193,1.0,0.01286083164290998,1.0,0.024623115577889446,0.41124518416623984,65,21.0,29.0,50.0,0.21667533368001385
IND712103AAA,Hoogly_Bandel_D (West Bengal),West Bengal,50,0.0,0.00051,1.0,2,2,26,24,2.761,2.222,1.0,3.446,1.0,0.0,1.0,0.024623115577889446,0.40738693467336684,125,24.0,26.0,50.0,0.21667533368001385
IND396191AAC,Vapi_IndEstat_I (Gujarat),Gujarat,56,0.002021,0.000894,0.1,3,5,27,29,1.864,1.6,0.793,3.53,1.0,0.009171397583034955,0.793,0.02763819095477387,0.32824287656134266,1236,23.0,27.0,50.0,0.21667533368001385
IND627005AAA,Tirunelveli_VdkkuSrt_I (Tamil Nadu),Tamil Nadu,77,1.6e-05,0.001097,0.0952,3,4,38,39,1.833,1.684,0.615,2.483,0.684,7.26087883862243e-05,0.615,0.03819095477386935,0.2574790690686767,1363,24.0,26.0,50.0,0.21667533368001385
IND342005AAD,Jodhpur_Basni_I (Rajasthan),Rajasthan,51,0.005242,0.000893,0.2,2,4,32,19,2.82,2.0,1.0,2.926,0.969,0.023788454295036735,1.0,0.02512562814070352,0.4146742247307221,47,19.0,31.0,50.0,0.21667533368001385
IND742101AAC,Baharampur_Chuanpur_I (West Bengal),West Bengal,60,0.011628,0.001165,0.0545,6,6,34,26,2.043,1.653,0.808,4.08,0.853,0.052768436959688504,0.808,0.02964824120603015,0.34792500344971566,1177,21.0,29.0,50.0,0.21667533368001385
IND400072AAJ,Mumbai_Tejpal_I (Maharashtra),Maharashtra,53,0.000406,0.001878,0.0,2,1,51,2,9.0,9.0,1.0,3.922,0.941,0.0018424480053004415,1.0,0.02613065326633166,0.4083919303814897,93,2.0,48.0,50.0,0.21667533368001385
IND411021AAA,PNQ Pashan DPC (Maharashtra),Maharashtra,73,0.0,0.000755,0.0,1,1,41,32,3.637,1.436,0.594,4.661,0.732,0.0,0.594,0.036180904522613064,0.2484542713567839,1370,19.0,30.0,49.0,0.21234182700641357
IND721306AAA,Kharagpur_DC (West Bengal),West Bengal,49,0.004841,0.001029,0.0952,4,4,28,21,3.008,2.211,1.0,5.184,1.0,0.021968696536106988,1.0,0.024120603015075376,0.4138267898653547,51,21.0,28.0,49.0,0.21234182700641357
IND332001AAB,Sikar_FatehpRd_I (Rajasthan),Rajasthan,54,0.009671,0.001037,0.0833,3,6,20,34,3.441,1.633,0.912,3.054,0.85,0.04388747453019845,0.912,0.026633165829145728,0.3859561921078033,1011,31.0,17.0,48.0,0.20800832033281333
IND160055AAA,Chandigarh_Mohali (Chandigarh),Chandigarh,57,0.0,0.000846,1.0,2,1,36,21,2.652,1.75,0.952,2.006,0.75,0.0,0.952,0.02814070351758794,0.3892422110552764,998,20.0,27.0,47.0,0.20367481365921306
IND583101AAA,Bellary_Dc (Karnataka),Karnataka,49,0.004034,0.000681,0.1667,3,2,21,28,3.906,2.938,1.0,3.201,0.857,0.018306490771876804,1.0,0.024120603015075376,0.41272812813608567,52,28.0,18.0,46.0,0.19934130698561278
IND400102AAB,Mumbai_Jogeshwri_L (Maharashtra),Maharashtra,53,0.0,0.000397,0.0,1,1,33,20,4.815,1.807,0.75,3.474,0.939,0.0,0.75,0.02613065326633166,0.30783919597989956,1284,15.0,31.0,46.0,0.19934130698561278
IND121001AAA,Faridabad (Haryana),Haryana,51,0.0,0.000552,0.0,1,1,24,27,2.841,1.909,0.889,1.739,0.917,0.0,0.889,0.02512562814070352,0.36313768844221106,1132,24.0,22.0,46.0,0.19934130698561278
IND610001AAA,Thiruvarur_Bypasrd_D (Tamil Nadu),Tamil Nadu,54,0.003625,0.001362,0.1667,2,2,27,27,2.102,1.8,0.926,3.395,0.778,0.016450428618753943,0.926,0.026633165829145728,0.38332507833436996,1022,25.0,21.0,46.0,0.19934130698561278
IND131028AAA,Sonipat_Kundli_P (Haryana),Haryana,58,0.0,0.000214,0.0,1,0,58,0,0.0,0.0,0.0,2.439,0.776,0.0,0.0,0.02864321608040201,0.008592964824120603,1482,0.0,45.0,45.0,0.19500780031201248
IND205001AAB,Mainpuri_Agraroad_I (Uttar Pradesh),Uttar Pradesh,47,0.006442,0.001428,0.25,3,5,26,21,3.936,2.25,1.0,2.694,0.923,0.029234113424003557,1.0,0.023115577889447236,0.41570490739403526,43,21.0,24.0,45.0,0.19500780031201248
IND131021AAA,Sonipat_AmzonDev_V (Haryana),Haryana,58,0.0,0.000116,0.0,0,1,0,58,2.439,1.938,0.776,0.0,0.0,0.0,0.776,0.02864321608040201,0.3189929648241206,1270,45.0,0.0,45.0,0.19500780031201248
IND600044AAC,Chennai_Chrompet_PC (Tamil Nadu),Tamil Nadu,54,0.0,0.000411,0.0,3,0,54,0,0.0,0.0,0.0,2.571,0.815,0.0,0.0,0.026633165829145728,0.007989949748743718,1483,0.0,44.0,44.0,0.1906742936384122
IND68004AAA,Thrissur_Poothole_D (Kerala),Kerala,47,0.00081,0.000829,0.3333,2,2,23,24,2.007,1.483,0.917,2.912,0.957,0.0036758199120526048,0.917,0.023115577889447236,0.37483741934044995,1072,22.0,22.0,44.0,0.1906742936384122
IND846004AAA,Darbhanga (Bihar),Bihar,44,0.00081,0.000578,0.6667,1,2,22,22,4.21,3.5,1.0,2.992,1.0,0.0036758199120526048,1.0,0.021608040201005024,0.40758515803391726,119,22.0,22.0,44.0,0.1906742936384122
IND502286AAB,Narayankhed_Datatrya_D (Telangana),Telangana,44,0.00401,0.000682,0.0,1,1,22,22,2.026,2.037,1.0,2.125,1.0,0.018197577589297464,1.0,0.021608040201005024,0.41194168533709075,57,22.0,22.0,44.0,0.1906742936384122
IND585401AAA,Bidar (Karnataka),Karnataka,43,0.004012,0.000667,0.0,1,1,21,22,2.125,2.084,1.0,1.881,1.0,0.018206653687845742,1.0,0.021105527638190954,0.411793654397811,60,22.0,21.0,43.0,0.18634078696481193
IND143001AAA,Amritsar_DPC (Punjab),Punjab,48,0.0,0.001056,1.0,3,1,29,19,2.569,2.0,1.0,1.547,0.828,0.0,1.0,0.023618090452261306,0.4070854271356784,133,19.0,24.0,43.0,0.18634078696481193
IND500050AAA,Patancheru_Ameenpur_I (Telangana),Telangana,46,0.000807,0.000817,0.3333,2,2,20,26,4.262,2.414,0.923,4.208,0.95,0.003662205764230188,0.923,0.022613065326633167,0.377082581327259,1059,24.0,19.0,43.0,0.18634078696481193
IND136027AAA,Kaithal_DC (Haryana),Haryana,43,0.000407,0.000573,0.0,1,1,22,21,2.689,2.083,1.0,3.197,1.0,0.0018469860545745806,1.0,0.021105527638190954,0.4068857541078297,137,21.0,22.0,43.0,0.18634078696481193
IND847212AAA,Madhubani_Bardivan_D (Bihar),Bihar,43,0.000405,0.000578,1.0,1,1,22,21,2.708,2.333,1.0,2.424,1.0,0.0018379099560263024,1.0,0.021105527638190954,0.4068830312782652,139,21.0,22.0,43.0,0.18634078696481193
IND756100AAC,Bhadrak_Central_I_2 (Orissa),Orissa,44,0.006042,0.001682,0.3,3,4,25,19,4.435,2.174,0.947,2.602,1.0,0.02741889371434795,0.947,0.021608040201005024,0.3935080801746059,992,18.0,25.0,43.0,0.18634078696481193
IND503111AAC,Kamareddy_Devenply_I (Telangana),Telangana,44,0.010372,0.000911,0.1667,3,3,10,34,1.947,1.631,0.971,1.549,1.0,0.0470686470713699,0.971,0.021608040201005024,0.4090030061817125,86,33.0,10.0,43.0,0.18634078696481193
IND110078AAA,Janakpuri (Delhi),Delhi,47,0.0,0.001245,0.0,1,1,33,14,4.35,3.757,0.929,3.734,0.879,0.0,0.929,0.023115577889447236,0.3785346733668342,1048,13.0,29.0,42.0,0.18200728029121163
IND811399AAA,Noida_Sector02_C (Uttar Pradesh),Uttar Pradesh,61,0.0,0.000314,0.6667,1,2,11,50,3.209,1.544,0.68,9.423,0.727,0.0,0.68,0.03015075376884422,0.2810452261306533,1327,34.0,8.0,42.0,0.18200728029121163
IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),Andhra Pradesh,42,0.001619,0.000721,0.0,1,1,21,21,4.981,3.5,1.0,3.575,1.0,0.007347101774831071,1.0,0.020603015075376884,0.4083850350550624,94,21.0,21.0,42.0,0.18200728029121163
IND845305AAA,Raxaul_KairiyaT_D (Bihar),Bihar,42,0.000806,0.000597,1.0,1,1,22,20,3.632,3.173,1.0,3.113,1.0,0.0036576677149560487,1.0,0.020603015075376884,0.40727820483709987,127,20.0,22.0,42.0,0.18200728029121163
IND585307AAB,Chincholi_Mainroad_D (Karnataka),Karnataka,43,0.000405,0.000725,0.0,2,2,22,21,4.432,2.429,1.0,1.738,0.955,0.0018379099560263024,1.0,0.021105527638190954,0.4068830312782652,138,21.0,21.0,42.0,0.18200728029121163
IND847226AAA,Jaynagar_Wardno6_D (Bihar),Bihar,42,0.000403,0.000607,1.0,1,1,21,21,6.445,5.667,1.0,2.708,1.0,0.0018288338574780243,1.0,0.020603015075376884,0.4067295546798565,146,21.0,21.0,42.0,0.18200728029121163
IND285001AAD,Orai_Ajnari_D (Uttar Pradesh),Uttar Pradesh,42,0.001615,0.00057,0.0,1,1,21,21,2.657,2.333,1.0,7.159,1.0,0.007328949577734514,1.0,0.020603015075376884,0.40837958939593344,95,21.0,21.0,42.0,0.18200728029121163
IND413501AAA,Osmanabad_Kakdepot_D (Maharashtra),Maharashtra,44,0.000405,0.000536,0.6667,2,2,22,22,1.556,1.445,0.955,1.503,0.955,0.0018379099560263024,0.955,0.021608040201005024,0.3890337850471094,999,21.0,21.0,42.0,0.18200728029121163
IND262802AAA,Gola_BkgnRoad_D (Uttar Pradesh),Uttar Pradesh,41,1e-06,0.000369,0.0,1,1,20,21,2.376,2.0,1.0,3.195,1.0,4.538049274139019e-06,1.0,0.020100502512562814,0.4060315121685511,190,21.0,20.0,41.0,0.17767377361761139
IND411036AAA,Pune_Mundhawa_L (Maharashtra),Maharashtra,65,0.0,0.000615,0.0,1,1,32,33,2.157,1.5,0.818,3.352,0.438,0.0,0.818,0.032160804020100506,0.33684824120603013,1203,27.0,14.0,41.0,0.17767377361761139
IND600116AAB,Chennai_Porur_DPC (Tamil Nadu),Tamil Nadu,47,0.002828,0.00123,0.1,4,3,31,16,3.738,3.25,0.812,4.76,0.903,0.012833603347265144,0.812,0.023115577889447236,0.33558475437101376,1214,13.0,28.0,41.0,0.17767377361761139
IND673592AAA,SultnBthry_Kollgpra_D (Kerala),Kerala,42,0.001213,0.000576,0.1667,2,3,18,24,3.571,2.2,0.958,2.467,1.0,0.00550465376953063,0.958,0.020603015075376884,0.3910323006534722,996,23.0,18.0,41.0,0.17767377361761139
IND249201AAA,Rishikesh_DC (Uttarakhand),Uttarakhand,43,0.00162,0.000697,0.0,2,2,22,21,9.298,6.556,1.0,2.038,0.909,0.0073516398241052095,1.0,0.021105527638190954,0.40853715023868886,91,21.0,20.0,41.0,0.17767377361761139
IND585330AAE,Humnabad_EBroad_D (Karnataka),Karnataka,41,0.004014,0.000648,0.0,1,1,20,21,1.881,1.733,1.0,2.045,1.0,0.018215729786394023,1.0,0.020100502512562814,0.41149486968968707,62,21.0,20.0,41.0,0.17767377361761139
IND848114AAA,DalsinghSarai_Wardno13_D (Bihar),Bihar,41,0.001215,0.000536,1.0,1,1,20,21,1.796,1.72,1.0,3.013,1.0,0.005513729868078908,1.0,0.020100502512562814,0.4076842697141925,116,21.0,20.0,41.0,0.17767377361761139
IND848210AAA,Rusera_Wardno4_D (Bihar),Bihar,41,0.001213,0.000572,0.6667,1,2,21,20,2.652,1.846,0.95,1.796,1.0,0.00550465376953063,0.95,0.020100502512562814,0.387681546884628,1003,19.0,21.0,40.0,0.17334026694401108
IND605010AAB,Pondicherry_Vasanthm_I (Pondicherry),Pondicherry,42,0.007241,0.000742,0.0,2,3,23,19,1.96,1.778,0.895,1.931,1.0,0.03286001479404063,0.895,0.020603015075376884,0.37403890896082526,1077,17.0,23.0,40.0,0.17334026694401108
IND462011AAA,Bhopal MP Nagar (Madhya Pradesh),Madhya Pradesh,41,0.0,0.00098,0.0,1,1,30,11,2.849,2.364,0.909,2.93,1.0,0.0,0.909,0.020100502512562814,0.36963015075376887,1104,10.0,30.0,40.0,0.17334026694401108
IND142026AAA,Jagraon_DC (Punjab),Punjab,40,0.0,0.000187,1.0,1,2,21,19,1.55,1.457,1.0,1.613,1.0,0.0,1.0,0.019597989949748745,0.40587939698492465,203,19.0,21.0,40.0,0.17334026694401108
IND262701AAA,Lakhimpur_Maheva_D (Uttar Pradesh),Uttar Pradesh,40,1e-06,0.000298,0.0,1,1,20,20,3.195,2.708,1.0,2.071,1.0,4.538049274139019e-06,1.0,0.019597989949748745,0.4058807583997069,202,20.0,20.0,40.0,0.17334026694401108
IND248001AAA,Dehradun (Uttarakhand),Uttarakhand,41,0.001612,0.000637,0.0,3,1,29,12,1.932,1.519,0.917,2.094,1.0,0.007315335429912097,0.917,0.020100502512562814,0.3750247513827425,1071,11.0,29.0,40.0,0.17334026694401108
IND852139AAB,Triveninganj_Central_D_1 (Bihar),Bihar,41,0.001207,0.000605,0.6667,2,1,20,21,3.467,2.8,0.952,2.937,1.0,0.005477425473885795,0.952,0.020100502512562814,0.3884733783959346,1000,20.0,20.0,40.0,0.17334026694401108
IND585222AAA,Sedam_DBRCmplx_D (Karnataka),Karnataka,43,0.0,0.000725,0.0,2,2,21,22,1.938,1.6,0.864,2.847,1.0,0.0,0.864,0.021105527638190954,0.3519316582914573,1167,19.0,21.0,40.0,0.17334026694401108
IND741156AAA,Plassey_BtaiRoad_D (West Bengal),West Bengal,41,0.001208,0.000763,0.0,1,2,20,21,8.932,9.333,1.0,4.426,0.95,0.005481963523159935,1.0,0.020100502512562814,0.40767473981071684,117,21.0,19.0,40.0,0.17334026694401108
IND110024AAA,Delhi_Lajpat_IP (Delhi),Delhi,40,0.000406,0.001949,0.3333,3,1,31,9,2.132,1.833,1.0,2.976,1.0,0.0018424480053004415,1.0,0.019597989949748745,0.4064321313865148,164,9.0,31.0,40.0,0.17334026694401108
IND160102AAC,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,53,0.0,0.000695,0.0,1,1,25,28,2.853,2.0,1.0,1.58,0.48,0.0,1.0,0.02613065326633166,0.40783919597989954,110,28.0,12.0,40.0,0.17334026694401108
IND431603AAA,Nanded_Aswningr_I (Maharashtra),Maharashtra,40,0.004843,0.000822,0.0952,4,4,19,21,5.289,2.667,1.0,5.877,1.0,0.02197777263465527,1.0,0.019597989949748745,0.4124727287753212,55,21.0,19.0,40.0,0.17334026694401108
IND515801AAA,Guntakal_Verpatem_D (Andhra Pradesh),Andhra Pradesh,39,0.001213,0.00069,0.5,2,2,20,19,1.863,1.692,1.0,2.815,1.0,0.00550465376953063,1.0,0.019095477386934675,0.4073800393469396,126,19.0,20.0,39.0,0.1690067602704108
IND585314AAA,Aland_RazaviRd_D (Karnataka),Karnataka,39,0.0,0.000654,0.0,2,2,20,19,10.715,11.333,1.0,2.648,1.0,0.0,1.0,0.019095477386934675,0.40572864321608043,220,19.0,20.0,39.0,0.1690067602704108
IND691574AAA,Kalluvathukal_Pariplly_D (Kerala),Kerala,42,0.000823,0.000381,0.3333,2,1,21,21,2.021,1.75,0.952,1.751,0.905,0.003734814552616412,0.952,0.020603015075376884,0.388101348888398,1002,20.0,19.0,39.0,0.1690067602704108
IND261001AAA,Sitapur_Chowk_D (Uttar Pradesh),Uttar Pradesh,39,1e-06,0.000214,0.0,1,1,19,20,2.071,2.001,1.0,1.835,1.0,4.538049274139019e-06,1.0,0.019095477386934675,0.4057300046308627,215,20.0,19.0,39.0,0.1690067602704108
