source,destination,source_name,dest_name,source_state,dest_state,trip_count,median_delay_ratio,mean_delay_ratio,pct_delayed,sla_breach_count,sla_breach_contribution,median_actual_time,median_osrm_time,median_distance,is_chronic_delay,breach_impact
IND562132AAA,IND560300AAA,Bangalore_Nelmngla_H (Karnataka),Bengaluru_KGAirprt_HB (Karnataka),Karnataka,Karnataka,151,1.4,1.9351921872695372,0.6490066225165563,98,0.0042468365401282715,12.0,9.0,6.2251,True,98.0
IND421302AAG,IND400072AAB,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai Hub (Maharashtra),Maharashtra,Maharashtra,105,2.6666666666666665,3.7308791208791208,0.9238095238095239,97,0.004203501473392269,8.0,3.0,3.4861,True,97.0
IND400072AAD,IND421302AAG,Mumbai_Chndivli_PC (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),Maharashtra,Maharashtra,99,3.0,6.093518069071083,0.9595959595959596,95,0.004116831339920263,17.0,5.0,4.3347,True,95.0
IND562132AAA,IND560099AAB,Bangalore_Nelmngla_H (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),Karnataka,Karnataka,127,1.5,2.1442707763410302,0.7165354330708661,91,0.003943491072976252,12.0,5.0,3.8766,True,91.0
IND000000ACB,IND131028AAB,Gurgaon_Bilaspur_HB (Haryana),Sonipat_Kundli_H (Haryana),Haryana,Haryana,92,2.2404761904761905,3.643565768992733,0.9456521739130435,87,0.0037701508060322413,35.0,15.0,10.9862,True,87.0
IND560099AAB,IND560300AAA,Bengaluru_Bomsndra_HB (Karnataka),Bengaluru_KGAirprt_HB (Karnataka),Karnataka,Karnataka,121,1.5,1.8237140486401673,0.7107438016528925,86,0.0037268157392962385,17.0,11.0,9.6109,True,86.0
IND421302AAG,IND401104AAA,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_MiraRd_IP (Maharashtra),Maharashtra,Maharashtra,78,2.7954545454545454,3.942118246549685,1.0,78,0.0033801352054082163,32.5,12.0,14.52655,True,78.0
IND560099AAB,IND562132AAA,Bengaluru_Bomsndra_HB (Karnataka),Bangalore_Nelmngla_H (Karnataka),Karnataka,Karnataka,102,1.5,2.132332573718292,0.7352941176470589,75,0.003250130005200208,8.0,5.0,3.7666000000000004,True,75.0
IND110044AAB,IND000000ACB,Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),Delhi,Haryana,76,2.75,3.8332662585952058,0.9605263157894737,73,0.0031634598717282026,14.0,6.0,6.50925,True,73.0
IND421302AAG,IND411033AAA,Bhiwandi_Mankoli_HB (Maharashtra),Pune_Tathawde_H (Maharashtra),Maharashtra,Maharashtra,72,2.8798076923076925,3.5332949464273637,1.0,72,0.0031201248049922,50.0,17.0,22.157249999999998,True,72.0
IND400072AAB,IND401104AAA,Mumbai Hub (Maharashtra),Mumbai_MiraRd_IP (Maharashtra),Maharashtra,Maharashtra,72,3.111111111111111,3.4993366201699536,1.0,72,0.0031201248049922,26.5,8.0,9.96715,True,72.0
IND411033AAA,IND421302AAG,Pune_Tathawde_H (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),Maharashtra,Maharashtra,107,1.3125,1.7430039685743368,0.6355140186915887,68,0.0029467845380481885,21.0,14.0,15.0535,True,68.0
IND400072AAB,IND000000AFT,Mumbai Hub (Maharashtra),Mumbai_Sanpada_I (Maharashtra),Maharashtra,Maharashtra,67,2.888888888888889,3.5107574540248128,1.0,67,0.0029034494713121857,27.0,9.0,10.1651,True,67.0
IND160002AAC,IND000000ACB,Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),Punjab,Haryana,66,2.0,3.4347402212304865,1.0,66,0.002860114404576183,27.0,14.0,20.6592,True,66.0
IND000000ACB,IND562132AAA,Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),Haryana,Karnataka,66,1.772077922077922,2.3870618985510683,0.9848484848484849,65,0.0028167793378401805,55.0,34.0,39.7196,True,65.0
IND000000ACA,IND160002AAC,Ludhiana_MilrGanj_HB (Punjab),Chandigarh_Mehmdpur_H (Punjab),Punjab,Punjab,71,2.2857142857142856,2.555674719238712,0.9154929577464789,65,0.0028167793378401805,35.0,14.0,21.0507,True,65.0
IND400072AAB,IND421302AAG,Mumbai Hub (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),Maharashtra,Maharashtra,63,3.75,6.824971272114129,1.0,63,0.002730109204368175,18.0,4.0,3.8501,True,63.0
IND400072AAB,IND400015AAA,Mumbai Hub (Maharashtra),Mumbai_CottonGreen_DPC (Maharashtra),Maharashtra,Maharashtra,60,3.176470588235294,4.264777855586679,1.0,60,0.0026001040041601664,32.0,9.0,10.121400000000001,True,60.0
IND421302AAG,IND400102AAC,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Jogshwri_I (Maharashtra),Maharashtra,Maharashtra,62,2.425806451612903,4.686990479160543,0.9516129032258065,59,0.0025567689374241635,13.0,4.0,4.7937,True,59.0
IND000000ACB,IND160002AAC,Gurgaon_Bilaspur_HB (Haryana),Chandigarh_Mehmdpur_H (Punjab),Haryana,Punjab,58,2.049634273772205,2.623874011362024,1.0,58,0.0025134338706881607,59.0,29.0,27.025550000000003,True,58.0
IND000000ACB,IND121002AAB,Gurgaon_Bilaspur_HB (Haryana),Faridabad_Mthurard_L (Haryana),Haryana,Haryana,57,3.75,6.49584401809634,1.0,57,0.002470098803952158,21.0,4.0,4.7505,True,57.0
IND000000ACB,IND122001AAA,Gurgaon_Bilaspur_HB (Haryana),GGN_DPC (Haryana),Haryana,Haryana,57,3.0,4.393203093203093,0.9649122807017544,55,0.0023834286704801527,15.0,4.0,4.3847,True,55.0
IND421302AAG,IND000000AFT,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Sanpada_I (Maharashtra),Maharashtra,Maharashtra,54,2.6904761904761907,4.36412707768543,0.9444444444444444,51,0.0022100884035361414,20.0,9.0,9.90995,True,51.0
IND600056AAB,IND600032AAB,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Hub (Tamil Nadu),Tamil Nadu,Tamil Nadu,52,2.0,3.697244422244422,0.9807692307692307,51,0.0022100884035361414,9.5,5.0,5.69495,True,51.0
IND400011AAA,IND400072AAD,LowerParel_CP (Maharashtra),Mumbai_Chndivli_PC (Maharashtra),Maharashtra,Maharashtra,53,2.6666666666666665,2.901460017969452,0.9433962264150944,50,0.0021667533368001386,15.0,6.0,7.9112,True,50.0
IND000000ACT,IND000000ACB,Delhi_Gateway_HB (Delhi),Gurgaon_Bilaspur_HB (Haryana),Delhi,Haryana,100,1.1993464052287583,2.335044214630212,0.5,50,0.0021667533368001386,17.5,14.0,13.706900000000001,False,50.0
IND600032AAB,IND600056AAB,Chennai_Hub (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu),Tamil Nadu,Tamil Nadu,64,1.6805555555555556,1.8917410714285714,0.765625,49,0.0021234182700641357,9.0,5.0,5.06295,True,49.0
IND000000ACB,IND712311AAA,Gurgaon_Bilaspur_HB (Haryana),Kolkata_Dankuni_HB (West Bengal),Haryana,West Bengal,48,1.769449715370019,4.386583233584564,1.0,48,0.0020800832033281333,43.0,27.0,27.31465,True,48.0
IND421302AAG,IND400015AAA,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_CottonGreen_DPC (Maharashtra),Maharashtra,Maharashtra,49,2.4411764705882355,4.273370083964322,0.9387755102040817,46,0.0019934130698561277,14.0,7.0,9.2105,True,46.0
IND131021AAA,IND131028AAA,Sonipat_AmzonDev_V (Haryana),Sonipat_Kundli_P (Haryana),Haryana,Haryana,58,1.9375,2.439357242374484,0.7758620689655172,45,0.0019500780031201249,4.0,2.0,2.8308,True,45.0
IND000000ACB,IND110064AAA,Gurgaon_Bilaspur_HB (Haryana),Delhi_Mayapuri_PC (Delhi),Haryana,Delhi,48,2.6111111111111107,3.040219907407407,0.8958333333333334,43,0.0018634078696481192,8.0,3.0,3.06525,True,43.0
IND562132AAA,IND560058AAD,Bangalore_Nelmngla_H (Karnataka),Bengaluru_Peenya_L (Karnataka),Karnataka,Karnataka,57,1.7619047619047619,3.3727542540561934,0.7368421052631579,42,0.0018200728029121164,26.0,18.0,14.1318,True,42.0
IND131028AAB,IND000000ACB,Sonipat_Kundli_H (Haryana),Gurgaon_Bilaspur_HB (Haryana),Haryana,Haryana,86,1.1889880952380953,1.6406768419043225,0.4883720930232558,42,0.0018200728029121164,21.0,18.0,16.6432,False,42.0
IND110037AAK,IND000000ACB,Delhi_Kapshera_L (Delhi),Gurgaon_Bilaspur_HB (Haryana),Delhi,Haryana,43,2.0,3.278839055001846,0.9534883720930233,41,0.0017767377361761138,13.0,7.0,6.3084,True,41.0
IND382430AAB,IND380054AAA,Ahmedabad_East_H_1 (Gujarat),AMD_Memnagar (Gujarat),Gujarat,Gujarat,40,1.9166666666666665,3.0861011904761906,1.0,40,0.001733402669440111,10.5,6.0,8.32865,True,40.0
IND600032AAB,IND600076AAB,Chennai_Hub (Tamil Nadu),Chennai_Madhavaram_DPC (Tamil Nadu),Tamil Nadu,Tamil Nadu,42,2.8,2.815249433106576,0.9523809523809523,40,0.001733402669440111,14.0,5.0,5.147399999999999,True,40.0
IND560058AAB,IND560060AAB,Bengaluru_Peenya_IP (Karnataka),Bengaluru_Kengeri_IP (Karnataka),Karnataka,Karnataka,44,1.8461538461538463,2.329921593557957,0.9090909090909091,40,0.001733402669440111,5.5,3.0,3.3221499999999997,True,40.0
IND562132AAA,IND000000ACB,Bangalore_Nelmngla_H (Karnataka),Gurgaon_Bilaspur_HB (Haryana),Karnataka,Haryana,44,1.6057692307692308,1.9038772606519812,0.8863636363636364,39,0.0016900676027041082,36.0,24.5,27.78925,True,39.0
IND110044AAB,IND131028AAB,Del_Okhla_PC (Delhi),Sonipat_Kundli_H (Haryana),Delhi,Haryana,40,2.833333333333333,3.4077110389610388,0.975,39,0.0016900676027041082,9.0,3.0,4.5703,True,39.0
IND560300AAA,IND562132AAA,Bengaluru_KGAirprt_HB (Karnataka),Bangalore_Nelmngla_H (Karnataka),Karnataka,Karnataka,108,0.2761904761904762,1.1166129267128073,0.35185185185185186,38,0.0016467325359681053,3.0,13.0,10.335799999999999,False,38.0
IND000000ACB,IND110037AAK,Gurgaon_Bilaspur_HB (Haryana),Delhi_Kapshera_L (Delhi),Haryana,Delhi,39,3.142857142857143,3.959340659340659,0.9743589743589743,38,0.0016467325359681053,20.0,6.0,7.009600000000001,True,38.0
IND562132AAA,IND560083AAB,Bangalore_Nelmngla_H (Karnataka),Bengaluru_Bnnrghta_L (Karnataka),Karnataka,Karnataka,50,1.5714285714285714,3.9163223443223445,0.76,38,0.0016467325359681053,11.0,7.0,5.15475,True,38.0
IND401104AAA,IND401208AAA,Mumbai_MiraRd_IP (Maharashtra),Nalasopara (Maharashtra),Maharashtra,Maharashtra,37,2.5,3.13957723957724,1.0,37,0.0016033974692321027,16.0,6.0,8.9468,True,37.0
IND500010AAB,IND501359AAE,Hyderabad_Alwal_L (Telangana),Hyderabad_Shamshbd_H (Telangana),Telangana,Telangana,39,2.0,3.7535494845486483,0.9487179487179487,37,0.0016033974692321027,21.0,10.0,10.0444,True,37.0
IND122004AAA,IND122413AAE,Gurgaon_Begumpur_CP (Haryana),Gurgaon_Bilaspur_P (Haryana),Haryana,Haryana,43,2.0,3.2508751850065116,0.8604651162790697,37,0.0016033974692321027,7.0,4.0,3.263,True,37.0
IND000000ACB,IND201301AAM,Gurgaon_Bilaspur_HB (Haryana),Noida_Sector63_L (Uttar Pradesh),Haryana,Uttar Pradesh,39,1.5849056603773586,1.7523547776763895,0.9487179487179487,37,0.0016033974692321027,82.0,52.0,62.9691,True,37.0
IND400015AAA,IND400072AAB,Mumbai_CottonGreen_DPC (Maharashtra),Mumbai Hub (Maharashtra),Maharashtra,Maharashtra,36,2.7279411764705883,3.365418831350204,1.0,36,0.0015600624024961,15.5,5.0,6.1838999999999995,True,36.0
IND121004AAB,IND110037AAM,FBD_Balabhgarh_DPC (Haryana),Delhi_Airport_H (Delhi),Haryana,Delhi,37,3.0,2.97972972972973,0.972972972972973,36,0.0015600624024961,7.0,2.0,3.2254,True,36.0
IND421302AAG,IND400072AAJ,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Tejpal_I (Maharashtra),Maharashtra,Maharashtra,38,2.3333333333333335,4.178406461959093,0.9210526315789473,35,0.001516727335760097,8.5,4.0,3.9982500000000005,True,35.0
IND410206AAB,IND000000AFT,Mumbai_Panvel_D (Maharashtra),Mumbai_Sanpada_I (Maharashtra),Maharashtra,Maharashtra,36,2.5,2.850543706761457,0.9722222222222222,35,0.001516727335760097,7.5,3.0,4.4412,True,35.0
IND382430AAB,IND380015AAB,Ahmedabad_East_H_1 (Gujarat),AMD_Satellite (Gujarat),Gujarat,Gujarat,35,2.0,2.8321768707482993,0.9714285714285714,34,0.0014733922690240943,5.0,3.0,4.1839,True,34.0
IND382430AAB,IND382345AAA,Ahmedabad_East_H_1 (Gujarat),Amdavad_East (Gujarat),Gujarat,Gujarat,34,2.0,4.142419467787114,1.0,34,0.0014733922690240943,10.0,4.5,6.793699999999999,True,34.0
IND209304AAA,IND000000ACB,Kanpur_Central_H_6 (Uttar Pradesh),Gurgaon_Bilaspur_HB (Haryana),Uttar Pradesh,Haryana,35,1.9,3.1194704700061844,0.9428571428571428,33,0.0014300572022880914,19.0,10.0,14.384,True,33.0
IND110037AAM,IND121004AAB,Delhi_Airport_H (Delhi),FBD_Balabhgarh_DPC (Haryana),Delhi,Haryana,46,1.452991452991453,3.588164914795349,0.717391304347826,33,0.0014300572022880914,10.0,7.0,4.8447,True,33.0
IND110037AAM,IND110035AAC,Delhi_Airport_H (Delhi),Delhi_North_R_8 (Delhi),Delhi,Delhi,36,2.0,3.5598583515250177,0.9166666666666666,33,0.0014300572022880914,18.0,9.0,7.586449999999999,True,33.0
IND110064AAA,IND000000ACB,Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),Delhi,Haryana,39,1.7857142857142858,2.694951610732154,0.8461538461538461,33,0.0014300572022880914,17.0,11.0,13.732,True,33.0
IND000000ACT,IND131028AAB,Delhi_Gateway_HB (Delhi),Sonipat_Kundli_H (Haryana),Delhi,Haryana,39,1.625,2.2687292586881775,0.8461538461538461,33,0.0014300572022880914,26.0,16.0,11.6685,True,33.0
IND000000ACB,IND110095AAB,Gurgaon_Bilaspur_HB (Haryana),Delhi_Jhilmil_L (Delhi),Haryana,Delhi,36,1.7142857142857142,1.8658639971139972,0.9166666666666666,33,0.0014300572022880914,13.0,8.0,8.50835,True,33.0
IND600056AAB,IND600044AAE,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Chrompet_L (Tamil Nadu),Tamil Nadu,Tamil Nadu,34,2.0,2.4082282913165267,0.9705882352941176,33,0.0014300572022880914,13.0,7.0,7.781249999999999,True,33.0
IND121004AAB,IND000000ACB,FBD_Balabhgarh_DPC (Haryana),Gurgaon_Bilaspur_HB (Haryana),Haryana,Haryana,34,1.8666666666666667,2.519131562881563,0.9411764705882353,32,0.0013867221355520888,10.5,4.0,4.7036999999999995,True,32.0
IND560043AAC,IND560064AAA,HBR Layout PC (Karnataka),Bengaluru_NwYlhnka_DC (Karnataka),Karnataka,Karnataka,39,1.5294117647058822,1.9974539005885754,0.8205128205128205,32,0.0013867221355520888,23.0,16.0,12.5272,True,32.0
IND380021AAA,IND382430AAB,AMD_Rakhial (Gujarat),Ahmedabad_East_H_1 (Gujarat),Gujarat,Gujarat,32,2.6607142857142856,5.605404838217338,1.0,32,0.0013867221355520888,18.0,7.0,6.58535,True,32.0
IND600056AAB,IND600008AAC,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Egmore_DPC (Tamil Nadu),Tamil Nadu,Tamil Nadu,32,5.283333333333333,8.340277777777779,1.0,32,0.0013867221355520888,28.0,5.0,6.0543000000000005,True,32.0
IND560058AAD,IND562132AAA,Bengaluru_Peenya_L (Karnataka),Bangalore_Nelmngla_H (Karnataka),Karnataka,Karnataka,36,2.5,5.296373169235488,0.8888888888888888,32,0.0013867221355520888,8.0,3.5,2.4459999999999997,True,32.0
IND401104AAA,IND400072AAB,Mumbai_MiraRd_IP (Maharashtra),Mumbai Hub (Maharashtra),Maharashtra,Maharashtra,31,3.0,3.6424821541519834,1.0,31,0.001343387068816086,17.0,6.0,8.5579,True,31.0
IND421302AAG,IND400102AAB,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Jogeshwri_L (Maharashtra),Maharashtra,Maharashtra,33,2.6,3.4739177489177493,0.9393939393939394,31,0.001343387068816086,10.0,4.0,4.6549,True,31.0
IND501359AAE,IND500010AAB,Hyderabad_Shamshbd_H (Telangana),Hyderabad_Alwal_L (Telangana),Telangana,Telangana,33,2.0,3.3236377259104533,0.9393939393939394,31,0.001343387068816086,20.0,11.0,18.8958,True,31.0
IND000000ACB,IND121004AAB,Gurgaon_Bilaspur_HB (Haryana),FBD_Balabhgarh_DPC (Haryana),Haryana,Haryana,31,3.5454545454545454,5.759580099428296,1.0,31,0.001343387068816086,24.0,10.0,9.3281,True,31.0
IND560083AAB,IND562132AAA,Bengaluru_Bnnrghta_L (Karnataka),Bangalore_Nelmngla_H (Karnataka),Karnataka,Karnataka,31,2.2222222222222223,2.6820373924649994,1.0,31,0.001343387068816086,16.0,7.0,8.1781,True,31.0
IND000000ACK,IND501359AAF,Hyderabad_Chikdply_C (Telangana),Hyderabad_Shamshbd_P (Telangana),Telangana,Telangana,32,3.3428571428571425,4.038321246235649,0.96875,31,0.001343387068816086,21.0,5.0,4.34325,True,31.0
IND560300AAA,IND560058AAB,Bengaluru_KGAirprt_HB (Karnataka),Bengaluru_Peenya_IP (Karnataka),Karnataka,Karnataka,37,1.7142857142857142,2.085887835887836,0.8378378378378378,31,0.001343387068816086,13.0,8.0,6.4481,True,31.0
IND560300AAA,IND560099AAB,Bengaluru_KGAirprt_HB (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),Karnataka,Karnataka,86,0.925,1.2662980182324548,0.36046511627906974,31,0.001343387068816086,15.0,20.0,23.27185,False,30.999999999999996
IND411033AAA,IND411014AAA,Pune_Tathawde_H (Maharashtra),PNQ Vadgaon Sheri DPC (Maharashtra),Maharashtra,Maharashtra,43,2.3529411764705883,5.301504234119974,0.7209302325581395,31,0.001343387068816086,14.0,5.0,4.3754,True,30.999999999999996
IND000000ACB,IND421302AAG,Gurgaon_Bilaspur_HB (Haryana),Bhiwandi_Mankoli_HB (Maharashtra),Haryana,Maharashtra,33,1.9333333333333333,1.9527421340957078,0.9090909090909091,30,0.0013000520020800832,58.0,30.0,26.8152,True,30.0
IND411033AAA,IND411021AAA,Pune_Tathawde_H (Maharashtra),PNQ Pashan DPC (Maharashtra),Maharashtra,Maharashtra,41,2.0,4.660741088180113,0.7317073170731707,30,0.0013000520020800832,22.0,12.0,10.5907,True,30.0
IND462022AAA,IND462011AAA,Bhopal_Trnsport_H (Madhya Pradesh),Bhopal MP Nagar (Madhya Pradesh),Madhya Pradesh,Madhya Pradesh,30,2.390151515151515,2.92969437969438,1.0,30,0.0013000520020800832,28.0,12.0,12.485,True,30.0
IND131028AAB,IND160002AAC,Sonipat_Kundli_H (Haryana),Chandigarh_Mehmdpur_H (Punjab),Haryana,Punjab,30,1.9333333333333333,2.294690170940171,1.0,30,0.0013000520020800832,28.0,15.0,19.540599999999998,True,30.0
IND712310AAE,IND712124AAA,Kolkata_North_I_4 (West Bengal),Hooghly_DC (West Bengal),West Bengal,West Bengal,30,4.142857142857142,4.988809523809524,1.0,30,0.0013000520020800832,27.0,7.0,6.871499999999999,True,30.0
IND421302AAG,IND562132AAA,Bhiwandi_Mankoli_HB (Maharashtra),Bangalore_Nelmngla_H (Karnataka),Maharashtra,Karnataka,30,3.0,3.7993312135920494,1.0,30,0.0013000520020800832,48.0,14.5,20.2071,True,30.0
IND560064AAD,IND560043AAC,Bengaluru_Bagaluru_D (Karnataka),HBR Layout PC (Karnataka),Karnataka,Karnataka,41,1.6428571428571428,2.2418201716982202,0.7317073170731707,30,0.0013000520020800832,5.0,3.0,3.1144000000000003,True,30.0
IND712311AAA,IND700065AAA,Kolkata_Dankuni_HB (West Bengal),CCU_Beliaghata_DPC (West Bengal),West Bengal,West Bengal,29,4.166666666666667,5.5476190476190474,1.0,29,0.0012567169353440804,26.0,6.0,7.8328,True,29.0
IND000000AFT,IND410209AAA,Mumbai_Sanpada_I (Maharashtra),Mumbai_Khandeshwar_Dc (Maharashtra),Maharashtra,Maharashtra,40,1.5,2.2772727272727273,0.725,29,0.0012567169353440804,5.0,3.0,3.0276,True,29.0
IND811399AAA,IND110044AAB,Noida_Sector02_C (Uttar Pradesh),Del_Okhla_PC (Delhi),Uttar Pradesh,Delhi,40,1.6666666666666667,3.617911818573583,0.725,29,0.0012567169353440804,5.5,4.0,2.69735,True,29.0
IND110043AAA,IND110078AAA,Delhi_Nangli_IP (Delhi),Janakpuri (Delhi),Delhi,Delhi,33,2.6,3.7341149591149594,0.8787878787878788,29,0.0012567169353440804,12.0,6.0,5.1824,True,29.0
IND712311AAA,IND700026AAC,Kolkata_Dankuni_HB (West Bengal),CCU_Lake Avenue_DPC (West Bengal),West Bengal,West Bengal,29,2.2,3.3833333333333337,0.9655172413793104,28,0.0012133818686080777,10.0,5.0,5.5915,True,28.0
IND600056AAB,IND600110AAA,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Madhavaram_L (Tamil Nadu),Tamil Nadu,Tamil Nadu,28,2.4458204334365323,2.709932766966436,1.0,28,0.0012133818686080777,44.0,18.0,20.1224,True,28.0
IND421302AAG,IND400072AAA,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Tejpal_M (Maharashtra),Maharashtra,Maharashtra,29,2.4166666666666665,3.451311523725317,0.9655172413793104,28,0.0012133818686080777,7.0,3.0,3.6429,True,28.0
IND382430AAB,IND380005AAA,Ahmedabad_East_H_1 (Gujarat),Amd_Chandkheda_Dc (Gujarat),Gujarat,Gujarat,36,1.7571428571428571,3.4189378908128907,0.7777777777777778,28,0.0012133818686080777,10.0,4.5,7.022349999999999,True,28.0
IND462001AAA,IND462022AAA,Bhopal_Old City (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),Madhya Pradesh,Madhya Pradesh,28,5.291666666666666,7.16296768707483,1.0,28,0.0012133818686080777,18.0,4.0,4.3835999999999995,True,28.0
IND110044AAB,IND110030AAD,Del_Okhla_PC (Delhi),Delhi_Kishangarh_DPC (Delhi),Delhi,Delhi,30,2.166666666666667,3.7486263736263736,0.9333333333333333,28,0.0012133818686080777,6.5,3.0,4.2034,True,28.0
IND160102AAC,IND160002AAC,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Mehmdpur_H (Punjab),Chandigarh,Punjab,28,2.0,2.8529761904761908,1.0,28,0.0012133818686080777,12.0,6.0,6.08345,True,28.0
IND380006AAB,IND382430AAB,Ahmedabad_Mithakal_D (Gujarat),Ahmedabad_East_H_1 (Gujarat),Gujarat,Gujarat,27,3.0,3.1474867724867726,1.0,27,0.001170046801872075,18.0,6.0,6.6525,True,27.0
IND000000ACB,IND302014AAA,Gurgaon_Bilaspur_HB (Haryana),Jaipur_Hub (Rajasthan),Haryana,Rajasthan,30,1.425925925925926,1.4302604802604801,0.9,27,0.001170046801872075,38.0,27.0,22.2088,True,27.0
IND411036AAA,IND411033AAA,Pune_Mundhawa_L (Maharashtra),Pune_Tathawde_H (Maharashtra),Maharashtra,Maharashtra,33,1.5,2.1565506178409404,0.8181818181818182,27,0.001170046801872075,8.0,5.0,3.7653,True,27.0
IND412105AAC,IND411017AAA,Pune_North_D_3 (Maharashtra),PNQ Rahatani DPC (Maharashtra),Maharashtra,Maharashtra,33,2.0,2.237878787878788,0.8181818181818182,27,0.001170046801872075,8.0,4.0,6.0654,True,27.0
IND712311AAA,IND700088AAA,Kolkata_Dankuni_HB (West Bengal),Kolkata_TrtllaRD_L (West Bengal),West Bengal,West Bengal,30,3.25,5.7573664447857995,0.9,27,0.001170046801872075,9.5,2.0,1.9511,True,27.0
IND712311AAA,IND751002AAB,Kolkata_Dankuni_HB (West Bengal),Bhubaneshwar_Hub (Orissa),West Bengal,Orissa,27,2.5,4.481399464732798,1.0,27,0.001170046801872075,30.0,13.0,17.3541,True,27.0
IND142001AAB,IND152026AAA,Moga_DPC (Punjab),Muktsar_DPC (Punjab),Punjab,Punjab,29,1.8333333333333333,2.208169129720854,0.9310344827586207,27,0.001170046801872075,10.0,5.0,8.0586,True,27.0
IND000000ACB,IND501359AAE,Gurgaon_Bilaspur_HB (Haryana),Hyderabad_Shamshbd_H (Telangana),Haryana,Telangana,29,3.3333333333333335,3.65350052246604,0.9310344827586207,27,0.001170046801872075,17.0,5.0,4.6475,True,27.0
IND421302AAG,IND000000ACB,Bhiwandi_Mankoli_HB (Maharashtra),Gurgaon_Bilaspur_HB (Haryana),Maharashtra,Haryana,26,3.2027027027027026,3.6499192960478384,1.0,26,0.001126711735136072,119.0,37.0,41.7632,True,26.0
IND110037AAM,IND202001AAB,Delhi_Airport_H (Delhi),Aligarh_KhirByps_I (Uttar Pradesh),Delhi,Uttar Pradesh,26,4.0,4.733783684264454,1.0,26,0.001126711735136072,42.5,11.0,10.69795,True,26.0
IND474003AAA,IND000000ACB,Gwalior_HrihrNgr_I (Madhya Pradesh),Gurgaon_Bilaspur_HB (Haryana),Madhya Pradesh,Haryana,26,1.746031746031746,2.3435729217462966,1.0,26,0.001126711735136072,31.5,18.5,16.97695,True,26.0
IND421302AAG,IND400015AAB,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_CotnGren_M (Maharashtra),Maharashtra,Maharashtra,31,2.0,3.058595750128008,0.8387096774193549,26,0.001126711735136072,12.0,7.0,10.2082,True,26.0
IND462022AAA,IND000000ACB,Bhopal_Trnsport_H (Madhya Pradesh),Gurgaon_Bilaspur_HB (Haryana),Madhya Pradesh,Haryana,26,2.121666666666667,2.8102509029432103,1.0,26,0.001126711735136072,49.0,24.0,35.101200000000006,True,26.0
IND400701AAB,IND421302AAG,Mumbai_Pawane_L (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),Maharashtra,Maharashtra,26,1.8660714285714286,2.683395281189399,1.0,26,0.001126711735136072,15.0,8.0,7.9116,True,26.0
IND400102AAC,IND421302AAG,Mumbai_Jogshwri_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),Maharashtra,Maharashtra,28,2.4444444444444446,6.916750833491904,0.9285714285714286,26,0.001126711735136072,23.5,9.0,7.52015,True,26.0
IND421302AAR,IND421004AAA,Mumbai_East_I_21 (Maharashtra),Mumbai_Ulhasngr_DC (Maharashtra),Maharashtra,Maharashtra,27,3.4,4.676344643011309,0.9259259259259259,25,0.0010833766684000693,7.0,2.0,2.3628,True,25.0
IND000000ACB,IND110030AAD,Gurgaon_Bilaspur_HB (Haryana),Delhi_Kishangarh_DPC (Delhi),Haryana,Delhi,28,2.3833333333333333,3.072171606737933,0.8928571428571429,25,0.0010833766684000693,9.0,4.0,4.2984,True,25.0
IND712124AAA,IND712103AAA,Hooghly_DC (West Bengal),Hoogly_Bandel_D (West Bengal),West Bengal,West Bengal,25,3.0,3.414464646464646,1.0,25,0.0010833766684000693,4.0,1.0,1.4234,True,25.0
IND751002AAB,IND712311AAA,Bhubaneshwar_Hub (Orissa),Kolkata_Dankuni_HB (West Bengal),Orissa,West Bengal,25,5.0,5.462930402930404,1.0,25,0.0010833766684000693,54.0,12.0,17.3957,True,25.0
